title,reporting_organisation,iati_identifier,sector_code,sector_name,start_actual,end_actual,recipient_country,recipient_country_code,position,budget_date,budget_amount
Climate change internal risk facility - Africa Regional Dept funds,Department for International Development,GB-1-203603-107,41010,Environmental policy and administrative management,7/9/2013,3/31/2016,Uganda,UG,,7/9/2013,4480000
Support to emergency response to climatic conditions in Karamoja,Department for International Development,GB-1-203603-108,99810,Sectors not specified,3/10/2014,3/31/2016,Uganda,UG,,3/10/2014,1000000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,1800000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-657124
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-47199
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,1327199
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,231012
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-798211
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,930000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-370000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,780000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-2969392
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,480000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-330000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,480000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-480000
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,47199
Implementation of the renewable energy programme in Uganda,Department for International Development,GB-1-203624-101,41010,Environmental policy and administrative management,4/1/2013,3/31/2020,Uganda,UG,,4/1/2013,-47199
Contribution to premium investments in hydro power generation,Department for International Development,GB-1-203624-102,41010,Environmental policy and administrative management,11/7/2013,3/31/2020,Uganda,UG,,11/7/2013,2000000
Contribution to premium investments in hydro power generation,Department for International Development,GB-1-203624-102,41010,Environmental policy and administrative management,11/7/2013,3/31/2020,Uganda,UG,,11/7/2013,-2000000
Contribution to premium investments in hydro power generation,Department for International Development,GB-1-203624-102,41010,Environmental policy and administrative management,11/7/2013,3/31/2020,Uganda,UG,,11/7/2013,1874862
Contribution to premium investments in hydro power generation,Department for International Development,GB-1-203624-102,41010,Environmental policy and administrative management,11/7/2013,3/31/2020,Uganda,UG,,11/7/2013,2240000
Contribution to premium investments in hydro power generation,Department for International Development,GB-1-203624-102,41010,Environmental policy and administrative management,11/7/2013,3/31/2020,Uganda,UG,,11/7/2013,5124614
Contribution to premium investments in hydro power generation,Department for International Development,GB-1-203624-102,41010,Environmental policy and administrative management,11/7/2013,3/31/2020,Uganda,UG,,11/7/2013,1484239
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,-250000
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,17000000
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,250000
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,2800000
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,100000
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,-250000
"Procurement and distribution of Long Lasting Insecticidal Nets (LLINs) in Uganda to achieve universal LLIN coverage, contributing to the reduction of malaria related morbidity and mortality in Uganda.",Department for International Development,GB-1-203671-101,12262,Malaria control,12/1/2012,12/11/2013,Uganda,UG,,12/1/2012,500000
Humanitarian Support to Refugees  from Democratic Republic of Congo- United Nations High Commissioner for Refugees,Department for International Development,GB-1-203722-101,72010,Material relief assistance and services,10/23/2012,3/31/2014,Uganda,UG,,10/23/2012,2000000
Humanitarian Support to Refugees  from Democratic Republic of Congo- United Nations High Commissioner for Refugees,Department for International Development,GB-1-203722-101,72010,Material relief assistance and services,10/23/2012,3/31/2014,Uganda,UG,,10/23/2012,1000000
Humanitarian Support to Refugees  from Democratic Republic of Congo- United Nations High Commissioner for Refugees,Department for International Development,GB-1-203722-101,72010,Material relief assistance and services,10/23/2012,3/31/2014,Uganda,UG,,10/23/2012,1544349
Humanitarian support to refugees from Democratic Republic of Congo- World Food Programme,Department for International Development,GB-1-203722-102,72010,Material relief assistance and services,1/10/2013,7/31/2013,Uganda,UG,,1/10/2013,1000000
Humanitarian support to refugees from Democratic Republic of Congo- World Food Programme,Department for International Development,GB-1-203722-102,72010,Material relief assistance and services,1/10/2013,7/31/2013,Uganda,UG,,1/10/2013,1000000
Humanitarian support to refugees from Democratic Republic of Congo- World Food Programme,Department for International Development,GB-1-203722-102,72010,Material relief assistance and services,1/10/2013,7/31/2013,Uganda,UG,,1/10/2013,3300000
Humanitarian Support for Refugees United Nations High Commissioner for Refugees Capital,Department for International Development,GB-1-203722-103,72010,Material relief assistance and services,11/20/2013,12/31/2013,Uganda,UG,,11/20/2013,1000000
Humanitarian Support for Refugees United Nations High Commissioner for Refugees Capital,Department for International Development,GB-1-203722-103,72010,Material relief assistance and services,11/20/2013,12/31/2013,Uganda,UG,,11/20/2013,455651
Design phase: Youth Employment in Uganda,Department for International Development,GB-1-203956-101,16020,Employment policy and administrative management,3/27/2013,12/30/2014,Uganda,UG,,3/27/2013,-28377
Design phase: Youth Employment in Uganda,Department for International Development,GB-1-203956-101,16020,Employment policy and administrative management,3/27/2013,12/30/2014,Uganda,UG,,3/27/2013,60000
Design phase: Youth Employment in Uganda,Department for International Development,GB-1-203956-101,16020,Employment policy and administrative management,3/27/2013,12/30/2014,Uganda,UG,,3/27/2013,28377
Design and Appraisal costs,Department for International Development,GB-1-204003-101,12220,Basic health care,7/1/2013,6/30/2016,Uganda,UG,,7/1/2013,75000
Contribution to Malaria Control through United States Agency for International Development (USAID),Department for International Development,GB-1-204005-101,12262,Malaria control,11/1/2013,11/30/2016,Uganda,UG,,11/1/2013,5000000
Contribution to Malaria Control through United States Agency for International Development (USAID),Department for International Development,GB-1-204005-101,12262,Malaria control,11/1/2013,11/30/2016,Uganda,UG,,11/1/2013,-7000000
Contribution to Malaria Control through United States Agency for International Development (USAID),Department for International Development,GB-1-204005-101,12262,Malaria control,11/1/2013,11/30/2016,Uganda,UG,,11/1/2013,7000000
